MOBILE_NUMBER,CERT_NO,NAME,CERT_TYPE,GENDER,AGE,INNET_DATE,AREA_ID,PAY_MODE,SERVICE_TYPE,GROUP_FLAG,USER_STATUS,STOP_MONTH,TOTAL_FEE_FIRST,OUT_FLUX_FEE_FIRST,OUT_CALL_FEE_FIRST,INTER_LONG_FEE_FIRST,INCR_FEE_FIRST,TOTAL_FEE_SECOND,OUT_FLUX_FEE_SECOND,OUT_CALL_FEE_SECOND,INTER_LONG_FEE_SECOND,TOTAL_FEE_THIRD,OUT_FLUX_FEE_THIRD,OUT_CALL_FEE_THIRD,INTER_LONG_FEE_THIRD,OUT_DURA_M1,OUT_NUM_M1,IN_DURA_M1,IN_NUM_M1,OUT_COUNROAM_NUM_M1,OUT_INTERROAM_NUM_M1,IN_COUNROAM_NUM_M1,IN_INTERROAM_NUM_M1,OUT_COUNLONG_NUM_M1,OUT_INTERLONG_NUM_M1,TOTAL_FLUX_M1,FREE_FLUX_M1,BILL_FLUX_M1,FACTORY_DESC,UP_TIME,DEV_CHANGE_NUM_Y1,WEIXIN_APP_NUM_M1,WX_VISIT_CNT_M1,WX_ACTIVE_MAX_DAYS_M1,GOUWU_APP_NUM_M1,GW_VISIT_CNT_M1,GW_ACTIVE_MAX_DAYS_M1,SJYH_APP_NUM_M1,SJYH_VISIT_CNT_M1,SJYH_ACTIVE_MAX_DAYS_M1,WAIMAI_APP_NUM_M1,WM_VISIT_CNT_M1,WM_ACTIVE_MAX_DAYS_M1,daikuan_app_num_m3,REAL_HOME_FLAG_M1,LIKE_HOME_FLAG_M1,REAL_WORK_FLAG_M1,LIKE_WORK_FLAG_M1,ST_NUM_M1,MONTH_ID,Y
13000000158,A00000158,A00000158,0101,2,34,08/16/2017,V0440100,01,30AAAAAA,0,11,0,50.0,0.0,0,0.0,0,50.8,0.0,0,0.0,50.5,0.0,0,0.0,199.849999,51,35.01667,43,0,0,0,0,12,0,2028.8652114,2028.8652114,0,小米,2017-08-17,1,1,15488,28,7,3899,29,1,1,1,1,17,6,9,0,1,1,1,56,201801,0
13000000159,A00000159,A00000159,0101,1,27,10/03/2012,V0420100,02,200101AA,0,11,0,392.35,241.35,0,0.0,0,241.1,90.0,0,0.0,321.5,170.0,0,0.0,137.249999,144,228.366671,176,2,0,0,0,1,0,10307.610307,9336.972681,970.63762664,苹果,2017-05-21,1,1,32397,31,9,4455,31,1,171,2,3,29,6,15,1,1,0,0,276,201801,0
13000000160,A00000160,A00000160,0101,1,26,06/01/2015,V0130400,01,40AAAAAA,0,11,0,44.0,0.0,6.6,0.0,23.2,81.85,0.0,41.85,0.0,60.83,0.0,17.85,0.0,212.88333333,247,336.73333333,326,0,0,0,0,20,0,18689.173661,18689.173661,0,三星,2017-12-05,3,1,72411,31,9,15318,28,0,,,0,,,,0,0,0,0,159,201803,0
13000000161,A00000161,A00000161,0101,1,27,08/17/2013,V0211200,01,30AAAAAA,0,11,0,240.0,54.95,35.33,0.0,0,240.0,17.15,24.25,0.0,262.18,155.58,16.56,0.0,171.366666,64,83.300003,79,63,0,78,0,0,0,1042.5783271,869.47070503,173.10762214,苹果,2017-10-09,5,1,5990,27,5,315,17,0,,,2,36,9,8,0,0,0,0,54,201802,0
13000000162,A00000162,A00000162,0101,2,26,08/30/2014,V0460100,01,40AAAAAA,0,11,0,130.6,60.0,5.4,0.0,9,65.0,0.0,0,0.0,65.0,0.0,0,0.0,97.383333333,58,110.78333333,59,36,0,37,0,22,0,1280.0679512,1077.3949327,202.67301846,苹果,2018-03-15,3,1,2827,12,7,126,6,2,15,2,0,,,,0,0,0,0,134,201803,0
13000000163,A00000163,A00000163,0101,1,25,09/19/2017,V0410700,05,200101AA,0,12,0,6.1,0.0,0,0.0,2.4,6.0,0.0,0,0.0,7.4,0.0,0,0.0,57.85,18,13.966668,24,2,0,4,0,15,0,8494.134736,8494.134736,0,维沃,2018-03-26,2,1,12017,29,8,367,22,0,,,1,1,1,1,1,1,1,1,92,201803,0
13000000164,A00000164,A00000164,0101,1,28,06/17/2014,V0310000,01,40AAAAAA,0,11,0,181.0,0.0,0,0.0,5,183.75,0.0,2.55,0.0,172.35,0.0,0,0.0,53.366666667,28,56.483333333,43,4,0,5,0,1,0,2692.9980049,2692.9980049,0,苹果,2017-11-06,1,1,12004,20,11,666,9,2,22,1,2,40,7,7,1,1,1,1,292,201802,0
13000000165,A00000165,A00000165,0101,1,26,01/11/2013,V0511000,01,40AAAAAA,0,11,0,100.0,0.0,0,0.0,31,100.0,0.0,0,0.0,100.0,0.0,0,0.0,176.73333333,96,145.56666667,137,0,0,0,0,11,0,3245.615859,3245.615859,0,苹果,2017-04-08,1,1,4145,14,7,388,5,4,310,6,0,,,,0,0,0,0,176,201801,0
13000000166,A00000166,A00000166,0101,1,27,06/08/2017,V0310000,01,40AAAAAA,0,11,0,89.1,44.0,23.1,0.0,3,86.4,46.5,17.8,0.0,70.9,27.5,21.4,0.0,163.48333333,113,222.8,98,0,0,0,0,36,0,19889.846926,18824.043396,1065.8035306,苹果,2017-12-04,2,1,26702,31,25,1976,29,2,7,3,1,37,9,16,0,0,0,1,115,201801,0
13000000167,A00000167,A00000167,0101,2,24,10/22/2014,V0440100,01,40AAAAAA,0,11,0,726.92,310.0,62.8,20.64,0,669.8,454.8,0,0.0,335.0,120.0,0,0.0,33.766666667,29,10.95,22,0,20,0,7,0,1,1326.8169145,1229.3773937,97.43952083,苹果,2017-11-07,3,1,11404,20,8,317,11,3,9,1,1,61,3,4,0,1,1,1,221,201802,0
13000000168,A00000168,A00000168,0101,1,27,11/24/2013,V0440300,01,40AAAAAA,0,11,0,145.55,0.0,14.4,0.0,5.8,342.1,0.0,103.38,0.0,211.35,0.0,18.73,0.0,460.6,193,724.86666667,212,9,0,9,0,66,0,6212.1899957,6212.1899957,0,苹果,2017-04-04,4,1,71233,31,9,1336,28,2,361,9,1,2,1,6,0,1,0,1,309,201803,0
13000000169,A00000169,A00000169,0101,1,29,03/11/2014,V0350400,01,200101AA,0,11,0,159.0,0.0,0,0.0,2,158.0,0.0,0,0.0,161.1,2.0,0,0.0,143.683334,151,53.699999,90,0,0,0,0,10,0,37018.257459,37018.257459,0,苹果,2016-11-01,2,1,10357,30,5,677,25,0,,,2,7,1,2,0,0,0,0,46,201803,0
13000000170,A00000170,A00000170,0101,2,39,09/15/2017,V0320100,01,40AAAAAA,0,11,0,8.52,0.0,0.52,0.0,0,10.3,0.0,2.25,0.0,11.82,0.0,3.82,0.0,2.8833333333,7,7.8833333333,9,0,0,0,0,0,0,0.8344230699,0.8344230699,0,维沃,2017-10-18,5,1,50,2,0,,,0,,,0,,,1,1,1,1,1,9,201801,0
13000000171,A00000171,A00000171,0101,1,24,02/26/2015,V0650100,01,40AAAAAA,0,11,0,252.9,120.0,80,0.0,2.9,231.3,135.0,43.2,0.0,185.1,75.0,56.9,0.0,577.56666667,420,395.61666667,358,21,0,20,0,163,0,12587.199561,11206.589453,1380.6101074,苹果,2017-02-18,1,1,24148,31,7,2599,28,0,,,1,603,6,2,0,0,0,0,291,201803,0
13000000172,A00000172,A00000172,0101,1,29,08/16/2013,V0350600,01,40AAAAAA,0,11,0,120.0,0.0,0,0.0,7.21,120.0,0.0,14.55,0.0,120.0,0.0,12,0.0,96,159,99.416666667,133,2,0,5,0,7,0,2267.8032054,2267.8032054,0,**,2015-07-16,1,1,3396,27,7,617,24,1,3,1,0,,,10,0,1,0,0,165,201802,0
13000000173,A00000173,A00000173,0101,1,24,06/07/2015,V0410100,01,40AAAAAA,0,11,0,36.1,0.0,5.7,0.0,0.3,34.95,0.0,4.95,0.0,33.15,0.0,3.15,0.0,32.35,13,51.733333333,21,0,0,0,0,4,0,6110.3172941,6110.3172941,0,中兴,2017-02-05,2,1,36822,24,18,6925,23,0,,,1,23,9,7,1,1,1,1,113,201801,0
13000000174,A00000174,A00000174,0101,1,25,12/09/2016,V0140100,01,40AAAAAA,0,11,0,61.3,37.8,4.5,0.0,0,79.5,57.1,3.4,0.0,106.8,84.1,3.7,0.0,24.133333333,37,52.483333333,67,37,0,67,0,0,0,44657.305092,43659.60189,997.70320224,苹果,2017-06-27,4,1,80159,28,20,4319,28,0,,,1,6,3,14,0,0,0,0,241,201802,0
13000000175,A00000175,A00000175,0101,1,38,01/18/2012,V0332600,01,200101AA,1,11,0,170.0,19.75,4.95,0.0,6,207.8,0.0,63.9,0.0,152.8,10.0,0,0.0,395.116665,247,254.833329,155,77,0,56,0,28,0,1428.1011867,1428.1011867,0,Apple,2014-11-20,1,1,3479,27,7,732,20,3,48,2,1,1,1,7,0,0,0,0,308,201801,0
13000000176,A00000176,A00000176,0101,2,30,06/08/2017,V0110000,01,40AAAAAA,0,11,0,64.2,18.0,26.3,0.0,0.9,126.3,82.4,24.5,0.0,157.9,106.1,32.4,0.0,204.95,114,102.7,60,0,0,0,0,25,0,41036.116757,40835.644741,200.47201536,欧珀,2017-09-04,2,1,77638,18,13,2266,18,3,536,14,1,16,2,10,1,1,0,1,111,201801,0
13000000177,A00000177,A00000177,0101,1,23,04/15/2015,V0142600,01,40AAAAAA,0,11,0,105.3,0.0,0,0.0,4.1,144.4,0.0,0,0.0,136.3,0.0,0,0.0,563.83333333,464,265.26666667,325,34,0,32,0,5,0,4153.9948425,4153.9948425,0,苹果,2017-08-23,1,1,23335,31,19,4680,31,3,303,14,2,3,1,8,0,1,0,0,222,201801,0
13000000178,A00000178,A00000178,0101,1,25,08/08/2017,V0422100,01,40AAAAAA,0,11,0,72.0,50.6,2.4,0.0,0,37.0,16.6,0.9,0.0,47.9,24.0,4,0.0,12.716666667,19,19.016666667,21,2,0,1,0,0,0,10174.520559,9597.2949658,577.22559356,欧珀,2017-08-08,1,1,62123,28,13,2527,25,4,353,5,1,9,1,10,0,0,0,0,405,201803,0
13000000179,A00000179,A00000179,0101,1,27,02/27/2013,V0330200,02,200101AA,0,11,0,99.8,0.0,0,0.0,0,99.2,0.0,0,0.0,90.55,14.05,0,0.0,24.516664,45,41.049999,36,0,0,0,0,7,0,11099.86152,11099.86152,0,**,2015-07-31,1,1,7082,22,7,270,13,0,,,3,50,2,7,0,1,0,1,102,201801,0
13000000180,A00000180,A00000180,0101,1,33,11/13/2011,V0442000,01,40AAAAAA,0,11,0,198.0,0.0,0,0.0,0,198.0,0.0,0,0.0,198.1,0.0,0,0.0,491.45,288,234.58333333,166,210,0,134,0,46,0,18294.610663,18294.610663,0,小米,2018-01-16,3,1,43101,28,12,10327,28,0,,,1,56,4,4,0,1,0,0,695,201802,0
13000000181,A00000181,A00000181,0101,1,41,09/25/2015,V0612501,01,40AAAAAA,0,11,0,163.6,48.6,0,0.0,0,144.25,23.4,14.85,0.0,139.3,33.3,0,0.0,183.73333333,133,507.21666667,86,0,0,0,0,33,0,3072.8644256,2836.3605136,236.50391196,苹果,2017-04-15,1,1,5295,25,9,297,15,0,,,0,,,4,1,1,0,0,74,201802,0
13000000182,A00000182,A00000182,0101,2,25,01/14/2015,V0320500,01,30AAAAAA,0,11,0,174.8,30.0,3.6,0.0,15.8,169.7,30.0,5.1,0.0,177.3,30.0,21,0.0,183.733329,149,158.783326,157,2,0,6,0,18,0,2563.3685388,2563.3685388,0,苹果,2018-01-26,2,1,19481,31,15,3669,31,4,108,10,1,273,10,12,1,1,0,0,206,201801,0
13000000183,A00000183,A00000183,0101,1,29,01/17/2017,V0430100,02,200101AA,0,11,0,126.1,60.0,0,0.0,0,126.8,60.0,0,0.0,126.0,60.0,0,0.0,70.233334,38,80.283335,68,0,0,0,0,3,0,42096.211239,42096.211239,0,维沃,2017-01-17,1,1,124464,30,9,2541,26,0,,,1,15,2,3,0,1,1,1,204,201803,0
13000000184,A00000184,A00000184,0101,2,27,03/26/2012,V0420100,01,40AAAAAA,1,11,0,176.0,50.0,0,0.0,0,136.0,10.0,0,0.0,246.0,120.0,0,0.0,165.28333333,44,236.4,149,44,0,146,0,0,0,7443.003191,7173.2979574,269.70523357,苹果,2018-02-04,2,1,45902,31,15,5341,29,2,40,3,3,214,2,11,0,0,0,0,31,201803,0
13000000185,A00000185,A00000185,0101,1,30,01/28/2013,V0330700,02,200101AA,0,11,0,250.0,48.8,0,0.0,5,250.0,48.3,0,0.0,250.0,47.7,0,0.0,246.483336,168,282.766666,278,167,0,277,0,0,0,9164.8534498,9164.8534498,0,苹果,2017-01-01,1,1,20230,27,13,4022,25,2,4,1,1,10,4,11,0,0,0,0,200,201803,0
13000000186,A00000186,A00000186,0101,2,32,10/29/2013,V0120000,01,40AAAAAA,0,11,0,50.0,0.0,0,0.0,0,50.0,0.0,0,0.0,50.0,0.0,0,0.0,246,147,201.88333333,161,0,0,0,0,0,0,1925.983405,1925.983405,0,苹果,2017-01-20,3,1,19644,28,14,1336,18,0,,,1,22,11,2,0,1,0,1,301,201803,0
13000000187,A00000187,A00000187,0101,1,23,08/28/2013,V0430100,01,40AAAAAA,0,211,1,178.0,0.0,0,0.0,14,178.0,0.0,0,0.0,178.0,0.0,0,0.0,0,0,20,38,0,0,38,0,0,0,906.8658905,906.8658905,0,三星,2017-07-02,5,1,508,2,2,118,2,0,,,0,,,3,0,0,1,1,44,201803,0
13000000188,A00000188,A00000188,0101,1,25,06/05/2017,V0320900,01,40AAAAAA,0,11,0,289.0,221.8,0,0.0,8.1,147.2,79.7,0,0.0,135.0,66.9,0,0.0,19.283333333,20,85.966666667,59,20,0,59,0,0,0,57237.044127,53557.53519,3679.5089369,苹果,2018-01-16,2,1,30304,29,23,6875,29,1,4,2,2,52,15,14,0,0,0,1,36,201803,0
13000000189,A00000189,A00000189,0101,2,33,03/01/2012,V0350400,01,40AAAAAA,0,11,0,126.1,0.0,0,0.0,5.88,126.0,0.0,0,0.0,129.85,0.0,0.75,0.0,223.66666667,126,233.2,153,125,0,143,0,1,0,1819.1884288,1819.1884288,0,华为,2018-01-16,1,1,2697,25,11,435,20,1,1,1,1,3,2,3,1,1,0,0,265,201803,0
13000000190,A00000190,A00000190,0101,2,25,07/18/2016,V0210200,01,40AAAAAA,0,11,0,104.2,0.0,13.2,0.0,25,100.45,0.0,9.45,0.0,92.95,0.0,1.95,0.0,112.48333333,80,149.78333333,142,0,0,0,0,0,0,5036.7128506,5036.7128506,0,苹果,2017-12-10,5,1,21429,28,10,1753,22,2,17,3,1,684,11,2,0,1,0,1,49,201803,0
13000000191,A00000191,A00000191,0101,1,32,06/11/2011,V0430100,01,30AAAAAA,0,11,0,207.8,60.0,0,0.0,4,208.7,60.0,0,0.0,277.65,75.0,4.35,0.0,101.616669,125,194.983333,215,21,0,19,0,16,0,9360.9576606,9360.9576606,0,苹果,2017-04-23,1,1,30152,28,7,275,19,3,176,5,1,2,1,10,0,1,0,0,148,201802,0
13000000192,A00000192,A00000192,0101,1,21,10/24/2014,V0442000,05,30AAAAAA,1,12,0,38.0,2.8,3.45,0.0,1.91,68.8,18.35,18.75,0.0,51.0,0.0,28.35,0.0,15.766666,18,46.449999,50,8,0,29,0,1,0,12391.372445,12380.01633,11.356114387,苹果,2017-10-13,1,1,43299,28,13,9401,28,0,,,3,1230,26,8,0,0,0,0,58,201802,0
13000000193,A00000193,A00000193,0101,2,23,08/29/2012,V0110000,04,30AAAAAA,0,12,0,54.97,0.07,24.9,0.0,0.91,46.63,8.43,7.9,0.0,46.26,0.0,9.2,0.0,159.133333,29,53.249999,40,0,0,0,0,0,0,1046.7285156,1046.5302734,0.1982421875,维沃,2018-01-31,2,1,23438,31,9,4627,31,0,,,0,,,4,0,0,0,1,264,201801,0
13000000194,A00000194,A00000194,0101,1,25,10/10/2015,V0110000,01,40AAAAAA,0,11,0,60.0,0.0,0,0.0,0,66.8,1.8,0,0.0,60.0,0.0,0,0.0,10.366666667,7,9.6,13,6,0,6,0,1,0,2400.6407804,2400.6306705,0.0101099,苹果,2015-10-12,1,1,18555,27,7,3407,27,2,252,2,0,,,3,0,0,0,1,178,201801,0
13000000195,A00000195,A00000195,0101,1,27,11/20/2017,V0440600,01,40AAAAAA,0,11,0,58.6,36.7,2.6,0.0,0.3,57.8,34.0,4.6,0.0,82.1,48.6,5.5,0.0,24.666666667,3,15.766666667,12,0,0,0,0,3,0,14766.919816,13712.61081,1054.3090057,苹果,2017-11-23,1,1,21549,31,9,540,22,0,,,0,,,3,0,0,0,1,11,201803,0
13000000196,A00000196,A00000196,0101,1,21,01/28/2018,V0320100,01,40AAAAAA,0,11,0,26.6,14.1,3,0.0,0,21.9,11.2,1.2,0.0,2.07,0.85,0,0.0,46.35,28,16.383333333,14,10,0,7,0,7,0,12810.768964,12402.455676,408.31328869,三星,2018-03-24,3,1,25550,25,23,3349,25,2,38,2,1,2,2,8,1,1,0,0,457,201803,0
13000000197,A00000197,A00000197,0101,1,35,10/29/2012,V0362100,01,40AAAAAA,0,11,0,49.0,6.0,0,0.0,13,43.0,0.0,0,0.0,43.0,0.0,0,0.0,20.283333333,19,85.766666667,71,0,0,0,0,0,0,968.40141677,934.94286155,33.45855522,夏普,2018-03-23,5,1,9314,24,6,900,20,0,,,0,,,,0,1,0,0,53,201803,0
13000000198,A00000198,A00000198,0101,1,29,12/14/2012,V0320500,01,40AAAAAA,1,11,0,222.3,0.0,66.3,0.0,10,269.35,40.0,98.25,0.0,238.6,60.0,57.6,0.0,421.15,238,237.06666667,278,0,0,1,0,73,0,7769.0447625,7769.0447625,0,苹果,2017-05-13,3,1,39829,31,14,3329,31,4,45,4,3,33,9,7,0,0,0,0,149,201801,0
13000000199,A00000199,A00000199,0201,,,06/12/2014,V0412700,01,40AAAAAA,1,11,0,57.9,0.0,0,0.0,4.05,57.1,0.0,0,0.0,57.3,0.0,0,0.0,375.2,218,394.85,254,202,0,242,0,4,0,2061.5308856,2061.5308856,0,华为,2018-01-27,2,1,26692,31,17,4633,31,2,22,3,0,,,3,0,0,0,0,450,201801,0
13000000200,A00000200,A00000200,0101,2,22,08/21/2014,V0370900,01,40AAAAAA,0,11,0,58.0,18.9,0,0.0,1,89.85,50.85,0,0.0,89.45,49.35,0,0.0,26.116666667,30,29.966666667,37,20,0,22,0,2,0,3346.0280914,3229.5568246,116.47126677,苹果,2016-02-02,1,1,19624,31,19,7595,29,0,,,1,8,2,8,1,1,1,1,109,201801,0
13000000201,A00000201,A00000201,0101,1,81,05/17/2015,V0370600,01,40AAAAAA,0,11,0,208.36,0.0,0,0.0,53,203.3,0.0,0,0.0,190.3,0.0,0,0.0,492.88333333,304,727.26666667,397,304,0,397,0,0,0,17127.444843,17101.271376,26.17346668,苹果,2018-01-23,2,1,34981,26,17,6372,26,8,197,5,5,118,8,14,1,1,1,1,199,201801,0
13000000202,A00000202,A00000202,0101,1,33,06/24/2015,V0412700,01,40AAAAAA,0,11,0,20.4,0.0,4.4,0.0,0,28.6,10.0,2.6,0.0,51.6,3.0,12.6,0.0,20.55,4,0,0,4,0,0,0,0,0,,,,联想,2017-03-14,1,,,,,,,,,,,,,1,1,1,1,1,26,201801,0
13000000203,A00000203,A00000203,0101,1,26,05/14/2015,V0440300,01,40AAAAAA,0,11,0,88.0,0.0,0,0.0,0,88.0,0.0,0,0.0,76.0,0.0,0,0.0,98.833333333,70,162.76666667,175,7,0,0,0,8,0,23192.246386,23192.246386,0,苹果,2015-12-27,1,1,33943,31,10,2657,28,8,335,7,0,,,6,1,1,1,1,188,201803,0
13000000204,A00000204,A00000204,0101,2,24,01/28/2013,V0130200,05,200101AA,0,12,0,35.94,0.0,3.5,0.0,7,65.9,0.0,55.9,0.0,37.2,0.0,27.2,0.0,115.05,187,203.283328,198,0,0,0,0,11,0,,,,欧珀,2017-04-05,1,,,,,,,,,,,,,,1,1,1,1,25,201801,0
13000000205,A00000205,A00000205,0101,2,39,03/01/2009,V0370200,01,40AAAAAA,1,11,0,268.25,178.74,26.41,0.0,7,72.25,0.0,6.65,0.0,146.81,71.01,0,0.0,231.88333333,129,223.56666667,169,0,0,0,0,15,0,3666.9132871,2994.9765997,671.93668747,苹果,2016-09-26,1,1,11159,31,7,1885,26,1,2,1,0,,,3,1,1,0,0,204,201803,0
13000000206,A00000206,A00000206,0101,2,29,12/14/2016,V0450100,01,30AAAAAA,0,11,0,165.6,10.0,96.3,0.0,0,178.5,0.0,119.7,0.0,153.05,0.0,93.45,0.0,827.299999,218,903.05,221,218,0,221,0,0,0,1443.3405237,1398.8587074,44.481816291,苹果,2018-01-09,3,1,2487,26,6,320,16,1,1,1,3,4,1,9,1,1,1,1,42,201801,0
13000000207,A00000207,A00000207,0101,1,22,03/02/2018,V0120000,01,40AAAAAA,0,11,0,98.1,0.0,0,0.0,0.1,,,,,,,,,162.95,75,175.68333333,69,0,0,0,0,1,0,51858.103144,51858.103144,0,苹果,2018-03-02,1,1,49906,30,18,9841,27,1,1056,16,2,66,1,,1,1,0,0,282,201803,0
13000000208,A00000208,A00000208,0101,2,44,09/01/2011,V0320200,01,40AAAAAA,0,11,0,196.1,120.0,0,0.0,0,106.6,33.85,0,0.0,88.0,0.0,0,0.0,74.6,53,91.483333333,99,0,0,0,0,8,0,10578.3193,10164.210854,414.10844612,苹果,2016-11-11,1,1,42089,31,21,2112,28,0,,,3,160,4,8,0,1,1,1,189,201801,0
13000000209,A00000209,A00000209,0101,1,38,09/30/2011,V0110000,01,40AAAAAA,1,11,0,96.0,0.0,0,0.0,0,200.0,0.0,0,0.0,219.0,120.0,0,0.0,36.683333333,30,66.116666667,59,20,0,20,0,3,0,3665.8444271,3665.8444271,0,苹果,2017-01-19,1,1,37882,27,10,2806,25,0,,,2,1121,11,1,1,1,1,1,122,201802,0
13000000210,A00000210,A00000210,0101,2,23,05/11/2013,V0131000,01,40AAAAAA,0,11,0,152.9,6.9,0,0.0,15.88,146.0,0.0,0,0.0,146.0,0.0,0,0.0,149.7,111,100.21666667,132,0,0,0,0,1,0,2102.3004073,2079.0515184,23.24888897,维沃,2016-09-02,2,1,19110,27,13,1549,25,1,33,4,1,42,2,7,0,0,0,0,243,201802,0
13000000211,A00000211,A00000211,0101,1,35,07/10/2012,V0140400,01,40AAAAAA,0,11,0,39.71,0.0,0,0.0,0,43.85,0.0,0,0.0,43.84,0.0,0,0.0,52.95,83,94.983333333,98,0,0,1,0,0,0,2241.0817012,2241.0817012,0,欧珀,2017-09-04,5,1,28995,31,22,4350,27,0,,,1,5,3,11,0,0,0,0,352,201801,0
13000000212,A00000212,A00000212,0101,1,21,09/14/2013,V0420100,05,30AAAAAA,0,11,0,93.9,80.0,7.9,0.0,0,115.0,80.0,20,0.0,120.8,80.0,25.8,0.0,111.333331,57,91.583332,76,14,0,27,0,2,0,5088.9525814,5088.9525814,0,苹果,2017-07-01,2,1,23552,27,11,1963,27,4,158,3,0,,,9,0,0,0,0,144,201802,0
13000000213,A00000213,A00000213,0101,1,30,09/04/2012,V0610100,01,40AAAAAA,0,11,0,99.1,0.0,0,0.0,0.1,99.0,0.0,0,0.0,71.0,0.0,0,0.0,34.45,52,68.966666667,100,8,0,11,0,1,0,30301.71019,30301.71019,0,华为,2018-01-17,6,1,16444,31,13,4614,31,2,46,14,0,,,5,1,1,0,0,181,201803,0
13000000214,A00000214,A00000214,0101,2,23,02/24/2012,V0370600,01,40AAAAAA,1,11,0,95.95,45.4,0.7,0.0,0,50.05,0.0,0.3,0.0,26.23,0.0,1.7,0.0,108.06666667,130,283.68333333,196,8,0,11,0,2,0,3491.9271192,3201.7995033,290.12761593,华为,2018-01-24,5,1,7543,15,6,857,13,1,11,1,2,110,6,3,0,0,1,1,15,201801,0
13000000215,A00000215,A00000215,0101,1,22,01/13/2014,V0530100,05,30AAAAAA,0,12,0,70.0,0.0,1.8,0.0,9,70.0,0.0,2,0.0,70.0,0.0,2,0.0,48.716663,57,77.883329,94,3,0,0,0,0,0,9047.785716,9047.785716,0,苹果,2016-12-10,1,1,3648,23,13,395,16,1,23,2,0,,,4,0,0,0,1,55,201803,0
13000000216,A00000216,A00000216,0101,1,29,09/10/2017,V0110000,04,30AAAAAA,0,12,0,25.0,0.0,1.16,0.0,0.46,25.3,0.0,1.16,0.0,25.6,0.0,1.16,0.0,52.349999,9,32.366666,9,0,0,0,0,0,0,3403.6699218,3403.6699218,0,荣耀,2017-11-12,2,1,31866,31,9,3962,30,2,99,2,0,,,7,0,0,0,0,139,201801,0
13000000217,A00000217,A00000217,0101,2,39,04/08/2009,V0370100,01,40AAAAAA,1,11,0,9.2,0.0,0,0.0,3,9.8,0.0,0,0.0,9.7,0.0,0,0.0,75.316666667,46,133.8,62,0,0,0,0,1,0,438.33155539,438.33155539,0,小米,2016-04-05,1,1,7747,25,3,295,25,0,,,0,,,6,,,0,0,83,201802,0
13000000218,A00000218,A00000218,0101,1,21,01/05/2018,V0650100,01,40AAAAAA,0,11,0,91.5,31.9,36,0.0,4.6,82.58,47.0,16.58,0.0,49.87,14.55,27.05,0.0,274.36666667,157,131.01666667,75,0,0,0,0,28,0,18442.949468,17968.203665,474.74580288,苹果,2018-01-05,2,1,69108,31,7,2645,27,2,15,3,1,9,3,3,0,0,0,0,87,201803,0
13000000219,A00000219,A00000219,0101,1,45,06/30/2017,V0422401,02,200101AA,0,11,0,129.0,0.0,0,0.0,0,130.0,0.0,0,0.0,128.8,0.0,0,0.0,188.533332,100,218.766666,132,61,0,94,0,9,0,6568.379858,6568.379858,0,Apple,2015-04-27,1,1,34458,30,11,4181,27,3,144,7,0,,,17,0,0,0,0,108,201803,0
13000000220,A00000220,A00000220,0101,1,33,06/19/2008,V0330100,02,30AAAAAA,1,11,0,151.2,10.0,0,0.0,5,174.85,10.0,23.55,0.0,202.25,10.0,51.15,0.0,355.33333,121,533.86667,260,0,0,0,0,22,0,1336.1846637,1336.1846637,0,苹果,2016-12-12,2,1,3335,18,10,384,14,1,4,1,1,14,3,4,0,1,1,1,400,201801,0
13000000221,A00000221,A00000221,0101,1,25,01/13/2015,V0320500,01,40AAAAAA,0,11,0,133.4,0.0,0,0.0,0,135.4,41.4,0,0.0,121.4,36.6,0,0.0,160.38333333,131,169.6,147,0,0,0,0,18,0,4745.0204887,4745.0204887,0,苹果,2017-02-28,1,1,9993,31,13,1322,26,0,,,2,7,1,16,0,1,0,0,251,201801,0
13000000222,A00000222,A00000222,0101,2,33,02/21/2007,V0441401,05,200101AA,0,12,0,71.15,42.1,7.8,0.0,13,125.2,95.0,9.6,0.0,130.0,96.0,14.2,0.0,30.499997,46,64.850001,86,0,0,0,0,3,0,255.41320323,229.10474109,26.308462142,维沃,2017-09-30,1,1,13695,31,4,491,29,0,,,0,,,1,1,1,0,0,53,201801,0
13000000223,A00000223,A00000223,0101,2,30,07/04/2012,V0430700,02,30AAAAAA,1,11,0,203.39,99.99,32.6,0.0,4.8,129.57,40.17,17.4,0.0,176.12,100.0,7.12,0.0,140.316679,140,164.466669,165,53,0,45,0,23,0,3248.7085781,2916.1083831,332.60019493,苹果,2016-05-26,1,1,23571,31,6,1245,25,0,,,0,,,14,0,0,0,0,221,201801,0
13000000224,A00000224,A00000224,0101,1,38,02/17/2017,V0110000,01,40AAAAAA,0,11,0,61.3,26.3,6.8,0.0,9.2,69.3,37.6,3.7,0.0,41.7,12.4,1.3,0.0,54.6,22,112.25,44,0,0,0,0,3,0,8059.3518505,7789.4913158,269.86053468,荣耀,2017-12-14,4,1,31564,30,14,6877,23,2,458,9,2,111,4,,0,0,0,0,439,201803,0
13000000225,A00000225,A00000225,0101,2,30,10/10/2011,V0510100,01,40AAAAAA,0,11,0,175.0,0.0,0,0.0,9,175.0,0.0,0,0.0,181.25,0.0,6.15,0.0,83.583333333,100,98.766666667,109,0,0,0,0,8,0,2973.5264034,2973.5264034,0,苹果,2017-04-18,1,1,12156,21,10,702,11,1,159,5,0,,,8,1,1,0,0,495,201802,0
